,State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Literacy_rate
194,Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,17560,0.6385457043920061
195,Karnataka,Bellary,15.074377548209373,76.47228471074374,565,2452595,9626,0.5796395246667305
196,Karnataka,Bidar,17.950361730769227,77.1945996153846,558,1703300,3971,0.6121487700346386
197,Karnataka,Bijapur,16.84015316666667,75.95909166666667,417,255230,117,0.3405516592877013
198,Karnataka,Bijapur,16.84015316666667,75.95909166666667,557,2177331,4987,0.5733019003541492
199,Karnataka,Chikmagalur,13.42528828967642,75.67626502311249,570,1137961,4510,0.7191327295047897
200,Karnataka,Chitradurga,14.29102220394736,76.57821957236844,566,1659456,5711,0.6552701608237881
201,Karnataka,Davanagere,14.330414586709885,75.91723841166937,567,1945497,7320,0.6725993409396159
202,Karnataka,Dharwad,15.34383137697517,75.13831264108359,562,1847023,15013,0.7047362160622797
203,Karnataka,Gadag,15.507128256880744,75.64861302752298,561,1064570,3373,0.6577087462543563
204,Karnataka,Gulbarga,17.070459515951594,76.87503850385032,579,2566326,9752,0.5561912243417243
205,Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,4851,0.6897328955242029
206,Karnataka,Haveri,14.73758280922432,75.3961230607966,564,1597668,2456,0.6793920889696733
207,Karnataka,Kodagu,12.39684468085106,75.79336595744687,576,554519,3308,0.7445678146285339
208,Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,5051,0.6614282339050808
209,Karnataka,Koppal,15.651253271028034,76.16170485981309,560,1389920,2135,0.5821090422470357
210,Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,3367,0.6366534146947921
211,Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,28397,0.6538143837298455
212,Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,5200,0.5079650064391967
213,Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,8791,0.72058983781514
214,Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,7971,0.6768960574547029
215,Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,9070,0.7868691081155228
216,Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,28842,0.8707616215705599
217,Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,88737,0.8699995247362591
218,Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,8250,0.8323098647939446
219,Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,32653,0.8475748938863727
220,Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,10378,0.7935687924275744
221,Kerala,Kollam,8.929388820570157,76.63607758524309,600,2635375,31542,0.8500775032016317
222,Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,37849,0.8861751355118201
223,Kerala,Kozhikode,11.392924270557025,75.71158720159153,591,3086293,36791,0.8474383345975253
224,Kerala,Malappuram,10.973298756660721,75.93910775606876,592,4112920,27909,0.8051007556675063
225,Kerala,Palakkad,10.784926903553293,76.49980490693744,593,2809934,27162,0.7969909613535406
226,Kerala,Thiruvananthapuram,8.537101759082223,76.88711502868074,601,3301427,71621,0.8436981947503307
227,Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,56148,0.8581789055491478
228,Kerala,Wayanad,11.715277464788734,76.07587007042254,590,817420,4712,0.7897837097208289
229,Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,1290,0.5827194866243925
230,Madhya Pradesh,Ashoknagar,24.630988461538447,77.82974493927135,459,845071,619,0.5551119373401762
231,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380795,457,1701698,1712,0.6743987476038639
232,Madhya Pradesh,Barwani,21.702135714285728,74.91004719710673,441,1385881,1158,0.39680607498046366
233,Madhya Pradesh,Betul,21.964626315789474,77.78734281891171,447,1575362,2109,0.596541620275213
234,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,1166,0.6429323460588783
235,Madhya Pradesh,Bhopal,23.48072614379085,77.39246623093679,444,2371061,40788,0.7003995257819179
236,Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,986,0.5392632022030832
237,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,1880,0.5350921341939144
238,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439255,455,2090922,3588,0.6189604394616346
239,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,1432,0.591444203891889
240,Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,616,0.6246488737267304
241,Madhya Pradesh,Dewas,22.7851110021322,76.46088805970156,437,1563715,3518,0.5917759949862986
242,Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2388,0.49288198836760844
243,Madhya Pradesh,Dindori,22.837384370477572,81.04332966714911,453,704524,554,0.537545917527295
244,Madhya Pradesh,Guna,24.490439271781558,77.2235895968791,458,1241519,2482,0.5267579473209834
245,Madhya Pradesh,Gwalior,26.040744419642852,78.12782433035713,421,2032036,15779,0.6679064740978998
246,Madhya Pradesh,Harda,22.227659781121783,77.07022571819434,448,570465,986,0.6180046102740746
247,Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,2871,0.653034196640754
248,Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,48691,0.7047127030665331
249,Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,20443,0.7130580293258323
250,Madhya Pradesh,Jhabua,22.419578015397764,74.4092161676647,464,1025048,744,0.3434775737331325
251,Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,2179,0.6120335097465872
252,Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,912,0.5734753366416881
253,Madhya Pradesh,Mandsaur,24.192787640449442,75.43588667736759,433,1340411,2324,0.6226381311403741
254,Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1781,0.6000523914403577
255,Madhya Pradesh,Neemuch,24.703118933333357,75.06608186666664,432,826067,1945,0.6159718279510016
256,Madhya Pradesh,Panna,24.451325840092654,80.21133001158752,426,1016520,653,0.5435790737024357
257,Madhya Pradesh,Raisen,23.292518206521727,78.16305495923909,446,1331597,1141,0.6159671432122481
258,Madhya Pradesh,Rajgarh,23.785499026425587,76.66431223922115,442,1545814,1611,0.520272814193687
259,Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,3644,0.5675882037209232
260,Madhya Pradesh,Rewa,24.861184625158852,81.57572465057183,430,2365106,3406,0.6095950879157214
261,Madhya Pradesh,Sagar,23.800318709677374,78.71940357771274,427,2378458,4546,0.6498828232409402
262,Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,3754,0.6154423525136444
263,Madhya Pradesh,Sehore,22.929719967965802,77.06780202883084,445,1311332,1566,0.5950910982115895
264,Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,0.6266221265420037
265,Madhya Pradesh,Shahdol,23.448598645598192,81.4596831828442,460,1066063,1733,0.5667526215617651
266,Madhya Pradesh,Shajapur,23.56662031722055,76.33555181268885,436,1512681,1382,0.5914082347831433
267,Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,0.47687686901859533
268,Madhya Pradesh,Shivpuri,25.378024518743672,77.74861600810549,423,1726050,1852,0.5219118797253846
269,Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,0.5330677983697016
270,Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,0.5175460812114318
271,Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,0.6245973554304673
272,Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,0.5531873974421411
273,Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,0.591495501670808
274,Maharashtra,Akola,20.746310479041906,77.12122320359276,501,1813906,6163,0.7780342531531402
275,Maharashtra,Amravati,21.165209918107358,77.67583503184724,503,2888445,9438,0.7796149831483722
276,Maharashtra,Bhandara,21.211792649727744,80.10950199637023,506,1200334,2932,0.749674673882436
277,Maharashtra,Bid,18.952353340080982,75.69319706477732,523,2585049,5614,0.6647870117742449
278,Maharashtra,Buldana,20.56680611183355,76.39017880364095,500,2586258,4767,0.7268702503771859
279,Maharashtra,Chandrapur,20.095609090909072,79.31556380471388,509,2204307,8239,0.7161502458595831
280,Maharashtra,Dhule,21.274018690400514,74.58719071837263,498,2050862,6065,0.6309132452597981
281,Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,0.7593479656440382
