,State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Literacy_rate
282,Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,0.6716323592489882
283,Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,0.6836734621506758
284,Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,0.6102577479038267
285,Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,0.7290619894060915
286,Maharashtra,Latur,18.348687268993853,76.75812607802874,524,2454196,6217,0.6725917571375717
287,Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,0.7894601349071788
288,Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,0.6513641183211694
289,Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,0.5499676938897466
290,Maharashtra,Nashik,20.266912871287147,74.03824168316828,516,6107187,45039,0.7115167752354725
291,Maharashtra,Osmanabad,18.19459456066944,75.9949557531381,525,1657576,3209,0.6864300641418554
292,Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,0.6305881097072795
293,Maharashtra,Pune,18.51696171428573,74.12922881632646,521,9429408,235018,0.7605698045943076
294,Maharashtra,Ratnagiri,17.210195070127703,73.25725893866405,528,1615069,7752,0.7426258568519364
295,Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,0.7262094798172878
296,Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,0.7409740054152472
297,Maharashtra,Sindhudurg,16.170948049777163,73.51329008172344,529,849651,3517,0.7839301077736623
298,Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,0.6741177593175715
299,Maharashtra,Thane,19.698767747440268,72.79882742564581,517,11060148,256170,0.7438563209099914
300,Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,0.7837318396585418
301,Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,0.7266505730228207
302,Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,0.729552711275785
303,Manipur,Bishnupur,24.507121118012428,93.8246236024845,275,237399,676,0.658524256631241
304,Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,0.6263056414809061
305,Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,0.7147182309962319
306,Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,0.5519735029677678
307,Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,0.6043753688206981
308,Manipur,Thoubal,24.545392553191494,93.97959893617023,276,422168,880,0.6379071838699285
309,Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,0.7056000608702269
310,Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,0.6043935995873136
311,Meghalaya,East Khasi Hills,25.303763888888888,91.75922519841272,298,825922,5032,0.6998602773627534
312,Meghalaya,Jaintia Hills,25.339595570698442,92.376081601363,299,395124,510,0.4746029094663954
313,Meghalaya,South Garo Hills,25.24056857855361,90.64560349127176,295,142334,179,0.5765453089212697
314,Meghalaya,West Garo Hills,25.495285185185185,90.03709947089943,293,643291,1630,0.5576045677617129
315,Meghalaya,West Khasi Hills,25.50088992673993,91.25364542124538,296,383461,149,0.6015683472373984
316,Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,0.8508302336445096
317,Mizoram,Champhai,23.541665809768663,93.24221799485862,284,125745,186,0.8016382361127679
318,Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,0.7848847596926926
319,Mizoram,Lawngtlai,22.36102843137253,92.66964156862751,287,117894,162,0.5331993146385736
320,Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,0.7503159303218773
321,Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,0.6969454865453198
322,Mizoram,Saiha,22.35744801061008,93.02827931034487,288,56574,168,0.74650899706579
323,Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,0.8389054006190616
324,Nagaland,Dimapur,25.81417681159423,93.75074057971014,265,378811,3303,0.7339728782955088
325,Nagaland,Kohima,25.603114285714284,93.78600657596373,270,267988,1928,0.7369322506977924
326,Nagaland,Mokokchung,26.47891176470589,94.52242600619199,262,194622,537,0.8195065306080505
327,Nagaland,Mon,26.692073743016763,95.03072988826828,261,250260,178,0.4780068728522337
328,Nagaland,Phek,25.632729865771818,94.56814563758392,266,163418,170,0.6479885936677722
329,Nagaland,Tuensang,26.211044532803157,94.85809880715708,267,196596,155,0.5977283362835459
330,Nagaland,Wokha,26.20261155115511,94.1990815181518,264,166343,198,0.7707447863751405
331,Nagaland,Zunheboto,26.028178205128214,94.50026666666668,263,140757,261,0.7309121393607423
332,Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,0.6986475928549051
333,Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,0.72635804604149
334,Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,0.7664286503560719
335,Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,0.6957598479557952
336,Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,0.4543601174766405
337,Orissa,Ganjam,19.263261756453396,84.802977104377,388,3529031,9049,0.6262483950976911
338,Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,0.7003891252016807
339,Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,0.5086256372596583
340,Orissa,Kandhamal,20.092878624813146,84.02216352765326,390,733110,768,0.5453288046814257
341,Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,0.7562444414976524
342,Orissa,Khordha,20.054162322274863,85.5223483412323,386,2251673,35701,0.7771714631742709
343,Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,0.41176474851900524
344,Orissa,Malkangiri,18.252279303675056,81.98293636363628,399,613192,448,0.39906913332202637
345,Orissa,Mayurbhanj,21.89762154515775,86.4030408052231,376,2519738,2950,0.5434680113567363
346,Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,0.7149666230087797
347,Orissa,Nuapada,20.471309512195113,82.59152536585364,394,610382,757,0.49048464731921976
348,Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,0.7605322799974098
349,Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,0.4212525738420165
350,Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,0.675911704842671
351,Orissa,Sundargarh,22.063548192771073,84.50524819277099,374,2093437,12787,0.6412048702683673
352,Puducherry,Karaikal,10.876161726078813,79.82369793621001,637,200222,1868,0.773721169501853
353,Puducherry,Mahe,12.006420793787758,75.28275021570327,636,41816,574,0.8721541993495313
354,Puducherry,Yanam,16.707695652173907,82.26187304347832,634,55626,207,0.7060367454068242
355,Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,0.6764362481209769
356,Punjab,Bathinda,30.190524611973352,75.05685898004437,46,1388525,11284,0.6084643776669487
357,Punjab,Faridkot,30.591187250996022,74.79751553784862,45,617508,4348,0.6174575875940069
358,Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,0.7098621541147988
359,Punjab,Firozpur,30.634075352112692,74.40245732394365,43,2029074,10042,0.6049611793359927
360,Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,0.7112659969899792
361,Punjab,Hoshiarpur,31.551571698113193,75.8469857442349,38,1586625,13747,0.7561326715512487
362,Punjab,Jalandhar,31.25033690721651,75.54400350515463,37,2193590,39082,0.7396719532820627
363,Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,0.7072983728507498
364,Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,0.7317564985556224
365,Punjab,Mansa,29.919547714285727,75.4304922857143,47,769751,2673,0.5502558619605561
366,Punjab,Moga,30.756540067340065,75.16008451178449,42,995746,7897,0.6305714509523513
367,Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,0.5819384940170486
368,Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,0.668249383072935
369,Punjab,Rupnagar,30.91093733075435,76.53743500967127,51,684627,6600,0.7343137211941685
370,Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,0.6054227695177955
371,Rajasthan,Ajmer,26.199300378787907,74.6990419191919,119,2583052,13499,0.5910345591184382
372,Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,0.5940037216477477
373,Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,0.46139077655724525
374,Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,0.5670040196114512
375,Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,0.4563884949060029
376,Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,0.5810834142317994
377,Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,0.5215337366510513
378,Rajasthan,Bikaner,28.124890683229808,73.2694332298137,101,2363937,7607,0.5409623860534354
379,Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,0.5266368171564471
380,Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846381,126,1544338,4941,0.5321535829591708
381,Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,0.5634922852966859
382,Rajasthan,Dausa,26.912348176291808,76.57342097264443,109,1634409,1719,0.5739389589753849
383,Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,0.5661740084673555
384,Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,0.4908645841135226
385,Rajasthan,Ganganagar,29.256785412667966,73.56192303262948,99,1969168,6295,0.606013808877658
386,Rajasthan,Hanumangarh,29.181335179153105,74.74632573289902,100,1774692,3360,0.582712943992535
387,Rajasthan,Jaipur,27.03345929018789,75.77117286012533,110,6626178,76565,0.6490868491610096
388,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,0.46073181981702266
389,Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,0.45363831730217147
390,Rajasthan,Jhalawar,24.247255414746572,76.11242891705066,129,1411129,1750,0.5242554011716859
391,Rajasthan,Jhunjhunun,28.135174012474014,75.52840893970894,103,2137045,4828,0.6412405915645202
392,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,0.5509739867893083
393,Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,0.5526145072717398
394,Rajasthan,Kota,25.17571808000001,76.18618928000002,127,1951014,12843,0.665471903328218
395,Rajasthan,Nagaur,27.078620160481464,74.14215667001012,112,3307743,4449,0.5316688751211929
396,Rajasthan,Pali,25.80490393541874,73.55285640766905,118,2037573,4043,0.5328363695435697
397,Rajasthan,Rajsamand,25.248947674418588,73.96570215946844,123,1156597,1989,0.5353109164211908
398,Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,0.5553872521528568
399,Rajasthan,Sikar,27.646440586419764,75.29317422839503,111,2677333,5647,0.617075649536311
400,Rajasthan,Sirohi,24.797690526315797,72.75309131578945,117,1036346,2146,0.46008379440843117
401,Rajasthan,Tonk,26.15393507170793,75.79192216427637,120,1421326,1908,0.5274363516884937
402,Rajasthan,Udaipur,24.440767521367487,73.84029839743584,130,3068420,14211,0.5157797824287418
403,Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,0.7915296259505097
404,Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,0.6366509735141622
405,Tamil Nadu,Chennai,13.058098905608746,80.28139151846807,603,4646732,217368,0.8126735090381799
406,Tamil Nadu,Coimbatore,10.871376995940453,77.0761901217862,632,3458045,63273,0.7622535276435095
407,Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,0.6966005017817165
408,Tamil Nadu,Dharmapuri,12.300141200000004,78.11509813333339,630,1506843,3651,0.6090276160157362
409,Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,0.6861057286059891
410,Tamil Nadu,Erode,11.267012155963302,77.42034334862393,610,2251744,18604,0.6628915187516876
411,Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,0.7536748559120335
412,Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053537,629,1870374,15673,0.8280365317310869
413,Tamil Nadu,Karur,10.79532776617955,78.08749686847605,613,1064493,4915,0.6829955669036809
414,Tamil Nadu,Madurai,9.904313833333333,78.0136603333333,623,3038252,34097,0.7482690705050141
415,Tamil Nadu,Nagapattinam,10.789468161718288,79.79437299431483,618,1616450,5585,0.7504147978595069
416,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,0.6811828557958671
417,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,0.6649110174214425
418,Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,0.6862226533897284
419,Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,0.7232994321897085
420,Tamil Nadu,Salem,11.629324202127654,78.2478257978723,608,3482056,20660,0.6563828956225862
421,Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032254,622,1339101,5773,0.7167077016595462
422,Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,0.7444222304427883
423,Tamil Nadu,Theni,9.924066666666667,77.43458833333331,624,1245899,4667,0.6983551636208072
424,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,0.7488313094269903
425,Tamil Nadu,Thiruvarur,10.368927409395976,79.60322893959726,619,1264277,4416,0.7486262899665184
426,Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,0.659998174349612
427,Tamil Nadu,Vellore,12.78488263229308,79.02643283582084,605,3936331,20623,0.7046988680575896
428,Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,0.7201753807880191
429,Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,0.730288448827433
430,Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,0.7499160598720075
431,Tripura,South Tripura,23.211874098057386,91.6065807585568,290,876001,948,0.7383667370242728
432,Tripura,West Tripura,23.780166241299334,91.41310788863107,289,1725739,6394,0.7888527755355822
433,Uttar Pradesh,Agra,26.995129749103928,78.05278291517321,146,4418797,27183,0.6066153299189803
434,Uttar Pradesh,Aligarh,27.937485768500927,78.00146831119557,143,3673889,13634,0.5695781772394322
435,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,0.6156342437035123
436,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,0.6201036078415673
437,Uttar Pradesh,Auraiya,26.668923940149607,79.42637057356606,162,1379545,2404,0.6747413096346984
438,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,0.60077357332052
439,Uttar Pradesh,Baghpat,29.04579349999999,77.30266300000002,139,1303048,2989,0.6123872643218055
440,Uttar Pradesh,Bahraich,27.69177630057803,81.46779783237004,180,3487731,2681,0.4009391779354543
441,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,0.6060885728448959
442,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,0.40413791819571687
443,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,0.5573699156945888
444,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,0.5190476029832867
445,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,0.49271180675840237
446,Uttar Pradesh,Basti,26.83388045454545,82.69790590909092,185,2464464,3423,0.5655521849781535
447,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,0.5798423607813045
448,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,0.580610664640282
449,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,0.6015119144429719
450,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,0.5355005898782935
451,Uttar Pradesh,Deoria,26.42218856548857,83.82440706860709,190,3100946,4469,0.6047312658782191
452,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,0.594654208556873
453,Uttar Pradesh,Etawah,26.788176701570677,79.07621806282728,161,1581810,2964,0.6713846795759288
454,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,0.5871725409510983
455,Uttar Pradesh,Farrukhabad,27.45063297872342,79.44062845744679,159,1885204,2624,0.5796067693469779
456,Uttar Pradesh,Fatehpur,25.8374362030905,80.8541620309051,172,2632733,3385,0.5743711952560324
457,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,0.6091717250644075
458,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961034,77.52462467532466,141,1648115,53181,0.6813523328165814
459,Uttar Pradesh,Ghaziabad,28.749973085846854,77.67441879350343,140,4681645,78116,0.6671296093573946
460,Uttar Pradesh,Ghazipur,25.624724775583488,83.5360854578097,195,3620268,5309,0.6070127957377741
461,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,0.48923518580374203
462,Uttar Pradesh,Gorakhpur,26.633158867924518,83.35495603773579,188,4440895,14597,0.6080594114474672
463,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,0.5428011566526463
464,Uttar Pradesh,Jalaun,26.06795458715599,79.36686911314993,165,1689974,2217,0.6362204388943262
465,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,0.6078222083376723
466,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,0.6527124196251082
467,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771594,78.39009365482241,137,1840221,2825,0.5342347468048675
468,Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,0.6139545917702111
469,Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,0.6515162143744739
470,Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,0.5085184008962264
471,Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461006,189,3564544,3486,0.5484067527291009
472,Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,0.5248814661523651
473,Uttar Pradesh,Lucknow,26.838233589251466,80.89706026871404,157,4589838,68506,0.6813443088841044
474,Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,0.5572253464207187
475,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,0.6442955929503904
476,Uttar Pradesh,Mathura,27.593904328018212,77.62153416856502,145,2547184,8726,0.5919266138606398
477,Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,0.6178892894185228
478,Uttar Pradesh,Meerut,29.029576256983233,77.80611005586594,138,3443689,23717,0.6218587102377712
479,Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,0.572166665999191
480,Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423598,135,4772006,11690,0.4744017505426439
481,Uttar Pradesh,Muzaffarnagar,29.470507977736567,77.64017847866424,133,4143512,10077,0.5834034027173084
482,Uttar Pradesh,Pilibhit,28.520241750358682,79.90103974175037,151,2031007,2870,0.5224477315932441
483,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,0.4626559028770015
484,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,0.6018928429757371
485,Uttar Pradesh,Rae Bareli,26.25390284005979,81.22260463378181,158,3405559,5184,0.5772453215463306
486,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333338,136,2335819,3847,0.44680944884856233
487,Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826096,132,3466382,9699,0.5992149739988264
488,Uttar Pradesh,Sant Kabir Nagar,26.791596516393447,83.0387764344262,186,1715183,2031,0.5567621647369406
489,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,0.49589594410581206
490,Uttar Pradesh,Sitapur,27.50199596309111,80.85288881199547,154,4483992,3874,0.5093080005495103
491,Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,0.5292224300008751
492,Uttar Pradesh,Sultanpur,26.284638641975302,82.05710456790123,179,3797117,5956,0.589895439092343
493,Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,0.5705838467594078
494,Uttar Pradesh,Varanasi,25.360570888888887,82.82529666666672,197,3676841,19214,0.6537957447711228
495,Uttaranchal,Almora,29.683532133676106,79.50165064267351,64,622506,1830,0.7011932415109252
496,Uttaranchal,Bageshwar,29.98703393393397,79.83954354354356,63,259898,435,0.690590154599112
497,Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,0.716425990475096
498,Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,0.6844882302193739
499,Uttaranchal,Pithoragarh,30.147206318681288,80.34229230769236,62,483439,1344,0.7147747699296085
500,Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,0.6591914122898999
501,Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524896,67,1648902,7883,0.6294121785284996
502,Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,0.6517271256581618
503,West Bengal,Bankura,23.081280892857155,87.12640053571438,339,3596674,4273,0.6208491511880143
504,West Bengal,Barddhaman,23.444453888888887,87.81505811111109,335,7717563,32323,0.6799047834141425
505,West Bengal,Birbhum,24.06389342723,87.65153089201887,334,3502404,5210,0.6162758493880204
506,West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,0.6464836339600399
507,West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,0.7123503443481048
508,West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,30751,0.7433369986035135
509,West Bengal,Hugli,22.879292647058808,88.00010264705891,338,5519145,31725,0.7389528631699294
510,West Bengal,Jalpaiguri,26.626420312500038,89.04154375000005,328,3872846,9322,0.645205102397565
511,West Bengal,Kolkata,22.550581481481487,88.35276481481479,342,4496694,136618,0.7979500050481532
512,West Bengal,Maldah,25.080268025751053,88.17191684549357,332,3988845,5357,0.5230667022659442
513,West Bengal,Murshidabad,24.25950655391121,88.1681686046512,333,7103807,7951,0.5709380899565543
514,West Bengal,Nadia,23.56410971055088,88.58293034547151,336,5167600,12787,0.6735341357690223
515,West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,3551,0.554553319579607
516,West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,2883,0.49537765859452887
